id,scrape_id,last_scraped,name,host_id,host_name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,street,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,city,state,zipcode,market,smart_location,country_code,country,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,square_feet,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,jurisdiction_names,instant_bookable
4250367,2.01601E+13,04-01-2016,Luxury in Queen Anne very walkable!,919364,Jeff,04-08-2011,"Berkeley, California, United States",within a few hours,90%,100%,f,Kaanapali,9,9,"Nob Hill Avenue North, Seattle, WA 98109, United States",Queen Anne,East Queen Anne,Queen Anne,Seattle,WA,98109,Seattle,"Seattle, WA",US,United States,47.62905147,-122.3509893,House,Entire home/apt,7,4,3,3,Real Bed,,$600.00 ,"$3,150.00 ","$11,700.00 ","$1,500.00 ",$175.00 ,1,$0.00 ,3,1125,8,100,10,10,10,10,10,10,WASHINGTON,f
8755479,2.01601E+13,04-01-2016,"2 bedroom & 2 bath, large deck VIEW",6097842,Brittain,26-04-2013,"Seattle, Washington, United States",within a few hours,100%,100%,f,Queen Anne,2,2,"Taylor Avenue North, Seattle, WA 98109, United States",Queen Anne,East Queen Anne,Queen Anne,Seattle,WA,98109,Seattle,"Seattle, WA",US,United States,47.62983437,-122.3468722,Apartment,Entire home/apt,4,2,2,2,Real Bed,,$235.00 ,,,,$45.00 ,2,$15.00 ,1,1125,2,100,10,10,9,10,10,9,WASHINGTON,f
8829156,2.01601E+13,04-01-2016,"Queen Ann, central neighborhood",46243391,Taher,10-10-2015,"Seattle, Washington, United States",within an hour,100%,100%,f,Queen Anne,2,2,"Aurora Avenue North, Seattle, WA 98109, United States",Queen Anne,East Queen Anne,Queen Anne,Seattle,WA,98109,Seattle,"Seattle, WA",US,United States,47.64051553,-122.344504,Apartment,Entire home/apt,4,1,1,2,Real Bed,,$75.00 ,$541.00 ,"$1,911.00 ",,$20.00 ,3,$10.00 ,1,1125,7,100,10,10,10,10,10,10,WASHINGTON,f
5126077,2.01601E+13,04-01-2016,Location and View in Queen Anne,6097842,Brittain,26-04-2013,"Seattle, Washington, United States",within a few hours,100%,100%,f,Queen Anne,2,2,"Taylor Avenue North, Seattle, WA 98109, United States",Queen Anne,East Queen Anne,Queen Anne,Seattle,WA,98109,Seattle,"Seattle, WA",US,United States,47.63000397,-122.3451203,Apartment,Private room,2,1,1,1,Real Bed,,$95.00 ,,,,$25.00 ,1,$0.00 ,1,1125,1,80,10,10,10,10,8,6,WASHINGTON,f
6108796,2.01601E+13,04-01-2016,Classy Seattle Apartment and gym,31366898,Christine,16-04-2015,"Seattle, Washington, United States",within an hour,100%,100%,f,Queen Anne,6,6,"Aurora Avenue North, Seattle, WA 98109, United States",Queen Anne,East Queen Anne,Queen Anne,Seattle,WA,98109,Seattle,"Seattle, WA",US,United States,47.64103958,-122.3444038,Apartment,Entire home/apt,4,1,1,2,Real Bed,,$103.00 ,"$1,005.00 ","$3,900.00 ",$350.00 ,$60.00 ,4,$10.00 ,2,1125,49,95,10,10,10,10,9,9,WASHINGTON,f
2692126,2.01601E+13,04-01-2016,Cute & Tidy by Seattle Center!,106972,Kelly,11-04-2010,"Seattle, Washington, United States",within an hour,100%,100%,f,Queen Anne,1,1,"6th Avenue N, Seattle, WA 98109, United States",Queen Anne,East Queen Anne,Queen Anne,Seattle,WA,98109,Seattle,"Seattle, WA",US,United States,47.63111242,-122.3439642,Apartment,Entire home/apt,2,1,1,1,Real Bed,,$120.00 ,$730.00 ,"$3,000.00 ",$350.00 ,$60.00 ,2,$25.00 ,3,1125,59,98,10,10,10,10,9,10,WASHINGTON,f
6882211,2.01601E+13,04-01-2016,Spacious Apt in Queen Anne,5468952,Jennifer,15-03-2013,"Seattle, Washington, United States",within an hour,100%,100%,f,Queen Anne,1,1,"Smith Street, Seattle, WA 98109, United States",Queen Anne,East Queen Anne,Queen Anne,Seattle,WA,98109,Seattle,"Seattle, WA",US,United States,47.64046804,-122.3557637,House,Entire home/apt,2,1,1,1,Real Bed,,$95.00 ,,,$200.00 ,$50.00 ,1,$0.00 ,1,1125,0,,,,,,,,WASHINGTON,f
9573675,2.01601E+13,04-01-2016,"Lake Union view, 5 min to downtown!",49560117,Charles,21-11-2015,"Seattle, Washington, United States",within a few hours,100%,N/A,f,Queen Anne,1,1,"Aurora Avenue North, Seattle, WA 98109, United States",Queen Anne,East Queen Anne,Queen Anne,Seattle,WA,98109,Seattle,"Seattle, WA",US,United States,47.63953892,-122.3448475,Apartment,Entire home/apt,5,2.5,2,2,Real Bed,,$143.00 ,,,,$100.00 ,0,$0.00 ,1,1125,0,,,,,,,,WASHINGTON,f
3544953,2.01601E+13,04-01-2016,View of Lake Union,15791829,Sabrina & Ryan,21-05-2014,"Seattle, Washington, United States",within an hour,100%,100%,t,Queen Anne,1,1,"Waverly Place North, Seattle, WA 98109, United States",Queen Anne,East Queen Anne,Queen Anne,Seattle,WA,98109,Seattle,"Seattle, WA",US,United States,47.64071111,-122.3463179,Apartment,Private room,2,1,1,1,Real Bed,,$99.00 ,$700.00 ,,,$20.00 ,2,$0.00 ,2,7,18,97,10,10,10,10,10,10,WASHINGTON,f
2020505,2.01601E+13,04-01-2016,"Private ""in house"" guest suite ",10385963,Trish And Patrick,02-12-2013,"Seattle, Washington, United States",within a few hours,100%,100%,t,Queen Anne,1,1,"Nob Hill Ave N, Seattle, WA 98109, United States",Queen Anne,East Queen Anne,Queen Anne,Seattle,WA,98109,Seattle,"Seattle, WA",US,United States,47.64145197,-122.3528848,House,Entire home/apt,2,1,1,1,Real Bed,,$142.00 ,,,,$40.00 ,1,$0.00 ,3,10,63,99,10,10,10,10,10,10,WASHINGTON,f
5580457,2.01601E+13,04-01-2016,Steps away from Lake Union,17572659,Rachel,02-07-2014,"Seattle, Washington, United States",within a few hours,100%,100%,f,Queen Anne,1,1,"Birch Avenue North, Seattle, WA 98109, United States",Queen Anne,East Queen Anne,Queen Anne,Seattle,WA,98109,Seattle,"Seattle, WA",US,United States,47.64387483,-122.3461443,Apartment,Entire home/apt,2,1,1,2,Real Bed,,$150.00 ,,,,$25.00 ,2,$25.00 ,2,15,16,93,10,10,9,10,9,9,WASHINGTON,f
1495271,2.01601E+13,04-01-2016,Spacious Queen Anne Craftsman,1300775,Tatyana,17-10-2011,"Seattle, Washington, United States",within a few hours,100%,100%,f,Queen Anne,1,1,"1st Avenue North, Seattle, WA 98109, United States",Queen Anne,East Queen Anne,Queen Anne,Seattle,WA,98109,Seattle,"Seattle, WA",US,United States,47.63911468,-122.3542986,House,Entire home/apt,6,2,3,3,Real Bed,,$295.00 ,,,"$1,000.00 ",$110.00 ,1,$0.00 ,1,1125,4,95,9,10,10,10,10,9,WASHINGTON,f
8455865,2.01601E+13,04-01-2016,Queen Anne Jewel,44510434,Bill,18-09-2015,"Seattle, Washington, United States",within a few hours,100%,100%,f,Queen Anne,1,1,"Wheeler Street, Seattle, WA 98109, United States",Queen Anne,East Queen Anne,Queen Anne,Seattle,WA,98109,Seattle,"Seattle, WA",US,United States,47.64032332,-122.3493863,House,Entire home/apt,6,3.5,4,4,Real Bed,,$335.00 ,"$2,500.00 ",,$500.00 ,$125.00 ,1,$0.00 ,2,16,3,100,10,10,10,10,10,10,WASHINGTON,f
9679300,2.01601E+13,04-01-2016,Cozy 1 BR apt. In Queen Anne,49371015,Geoff,18-11-2015,"Seattle, Washington, United States",within a few hours,83%,100%,f,,1,1,"Queen Anne Avenue North, Seattle, WA 98109, United States",,East Queen Anne,Queen Anne,Seattle,WA,98109,Seattle,"Seattle, WA",US,United States,47.62963743,-122.3561691,Apartment,Private room,2,1,1,1,Real Bed,,$60.00 ,,,,,1,$0.00 ,1,1125,0,,,,,,,,WASHINGTON,f
6065566,2.01601E+13,04-01-2016,Charming Queen Anne Hill Craftsman,31483782,Kevin,18-04-2015,US,N/A,N/A,100%,f,Queen Anne,1,1,"Crockett Street, Seattle, WA 98109, United States",Queen Anne,East Queen Anne,Queen Anne,Seattle,WA,98109,Seattle,"Seattle, WA",US,United States,47.63703759,-122.353111,House,Entire home/apt,6,1.5,3,3,Real Bed,,$250.00 ,"$1,500.00 ",,$500.00 ,$75.00 ,4,$0.00 ,4,14,2,100,10,9,10,10,10,10,WASHINGTON,f
4645208,2.01601E+13,04-01-2016,1905 Craftsman in Ideal Location!,24049136,Jeff,22-11-2014,"Seattle, Washington, United States",within an hour,100%,N/A,t,Queen Anne,1,1,"Nob Hill Avenue North, Seattle, WA 98109, United States",Queen Anne,East Queen Anne,Queen Anne,Seattle,WA,98109,Seattle,"Seattle, WA",US,United States,47.63394912,-122.3496911,House,Entire home/apt,8,3,4,5,Real Bed,,$499.00 ,,,$499.00 ,$200.00 ,8,$50.00 ,2,1125,14,99,10,10,10,10,10,10,WASHINGTON,f
6115807,2.01601E+13,04-01-2016,Spacious 3BR/2BA  Family Home,13566271,Gene & Shannon,26-03-2014,US,within an hour,100%,100%,f,Queen Anne,3,3,"Warren Ave N, Seattle, WA 98109, United States",,East Queen Anne,Queen Anne,Seattle,WA,98109,Seattle,"Seattle, WA",US,United States,47.63786752,-122.3530645,House,Entire home/apt,8,2,3,4,Real Bed,,$350.00 ,,,$300.00 ,$155.00 ,7,$50.00 ,2,180,9,96,10,10,10,10,10,10,WASHINGTON,f
7091397,2.01601E+13,04-01-2016,Secret Garden Bungalow,7376011,Barbara,09-07-2013,"Seattle, Washington, United States",within a day,100%,100%,f,Queen Anne,1,1,"3rd Avenue North, Seattle, WA 98109, United States",Queen Anne,East Queen Anne,Queen Anne,Seattle,WA,98109,Seattle,"Seattle, WA",US,United States,47.63736553,-122.352344,Bungalow,Entire home/apt,3,1,1,2,Real Bed,,$156.00 ,"$1,040.00 ","$4,000.00 ",$300.00 ,$25.00 ,2,$0.00 ,3,1125,11,98,10,10,10,10,10,10,WASHINGTON,f
6134153,2.01601E+13,04-01-2016,2BR Apt in Lovely Queen Anne Home,13566271,Gene & Shannon,26-03-2014,US,within an hour,100%,100%,f,Queen Anne,3,3,"Boston Street, Seattle, WA 98109, United States",Queen Anne,East Queen Anne,Queen Anne,Seattle,WA,98109,Seattle,"Seattle, WA",US,United States,47.63784754,-122.3535869,Apartment,Entire home/apt,4,1,2,3,Real Bed,,$200.00 ,,,$100.00 ,$111.00 ,4,$50.00 ,2,180,11,91,9,9,10,10,10,9,WASHINGTON,f
7763878,2.01601E+13,04-01-2016,Best Seattle Location!,19002091,Jaymi,27-07-2014,"Seattle, Washington, United States",within an hour,100%,N/A,f,,1,1,"W Republican St, Seattle, WA 98119, United States",,East Queen Anne,Queen Anne,Seattle,WA,98119,Seattle,"Seattle, WA",US,United States,47.63180066,-122.3559977,Apartment,Entire home/apt,4,2,2,2,Real Bed,,$180.00 ,,,$100.00 ,$30.00 ,3,$0.00 ,2,9,1,100,10,10,10,10,10,10,WASHINGTON,f
8088447,2.01601E+13,04-01-2016,Central 1-BR with Lake Union View,5992456,Hannah,18-04-2013,"Seattle, Washington, United States",within a day,100%,100%,f,Queen Anne,1,1,"Crockett Street, Seattle, WA 98109, United States",Queen Anne,East Queen Anne,Queen Anne,Seattle,WA,98109,Seattle,"Seattle, WA",US,United States,47.63831372,-122.3429312,Apartment,Entire home/apt,3,1,1,1,Real Bed,,$103.00 ,,,,,1,$0.00 ,1,1125,1,100,10,10,10,10,10,10,WASHINGTON,f
3418349,2.01601E+13,04-01-2016,Everything you need in Lower Q. A.!,17234030,Zachary,25-06-2014,"Seattle, Washington, United States",within an hour,100%,100%,f,Queen Anne,1,1,"5th Avenue North, Seattle, WA 98109, United States",Queen Anne,East Queen Anne,Queen Anne,Seattle,WA,98109,Seattle,"Seattle, WA",US,United States,47.62833641,-122.3463335,Apartment,Entire home/apt,2,1,1,1,Real Bed,,$99.00 ,,,$100.00 ,,1,$0.00 ,1,90,115,94,10,9,10,10,10,9,WASHINGTON,t
9199982,2.01601E+13,04-01-2016,lakeview in QueenAnne near Fremont,46019955,Janny,07-10-2015,"Seattle, Washington, United States",within an hour,100%,100%,f,Queen Anne,1,1,"Aurora Avenue North, Seattle, WA 98109, United States",Queen Anne,East Queen Anne,Queen Anne,Seattle,WA,98109,Seattle,"Seattle, WA",US,United States,47.64007889,-122.3452415,Apartment,Entire home/apt,3,1,1,1,Real Bed,,$94.00 ,,,$100.00 ,$40.00 ,1,$0.00 ,2,1125,6,87,9,9,9,10,8,9,WASHINGTON,f
6400000,2.01601E+13,04-01-2016,Cozy 1BR/1BA Apartment,13566271,Gene & Shannon,26-03-2014,US,within an hour,100%,100%,f,Queen Anne,3,3,"Boston Street, Seattle, WA 98109, United States",Queen Anne,East Queen Anne,Queen Anne,Seattle,WA,98109,Seattle,"Seattle, WA",US,United States,47.63892542,-122.3562882,Apartment,Entire home/apt,4,1,1,1,Real Bed,,$160.00 ,,,$100.00 ,$72.00 ,0,$0.00 ,1,180,10,92,10,10,10,10,10,9,WASHINGTON,f
6776229,2.01601E+13,04-01-2016,"Heart of Seattle, Water & city view",33944952,Timothy,21-05-2015,"Seattle, Washington, United States",within an hour,94%,100%,t,Queen Anne,2,2,"Aurora Avenue North, Seattle, WA 98109, United States",Queen Anne,East Queen Anne,Queen Anne,Seattle,WA,98109,Seattle,"Seattle, WA",US,United States,47.64001746,-122.3451296,Apartment,Entire home/apt,4,1,1,2,Real Bed,,$129.00 ,,,$300.00 ,$60.00 ,1,$0.00 ,2,1125,21,96,10,10,10,10,9,10,WASHINGTON,t
7627794,2.01601E+13,04-01-2016,Westlake luxury loft with lake view,39970532,Ian,29-07-2015,"Seattle, Washington, United States",within a day,100%,100%,f,Queen Anne,1,1,"Westlake Avenue North, Seattle, WA 98109, United States",Queen Anne,East Queen Anne,Queen Anne,Seattle,WA,98109,Seattle,"Seattle, WA",US,United States,47.63879043,-122.341579,Loft,Entire home/apt,4,1,1,2,Real Bed,,$219.00 ,"$1,380.00 ",,,$90.00 ,2,$30.00 ,2,1125,5,96,10,10,10,10,10,10,WASHINGTON,f
8374102,2.01601E+13,04-01-2016,Spacious & Clean 1 bedroom Apt.,23792018,Roda,15-11-2014,"Seattle, Washington, United States",within an hour,100%,100%,f,South Park,5,5,"5th Avenue North, Seattle, WA 98109, United States",Queen Anne,East Queen Anne,Queen Anne,Seattle,WA,98109,Seattle,"Seattle, WA",US,United States,47.62919531,-122.3480345,Apartment,Entire home/apt,4,1,1,1,Real Bed,,$91.00 ,,"$3,850.00 ",$150.00 ,$60.00 ,2,$20.00 ,2,1125,5,92,9,9,10,10,9,9,WASHINGTON,t
6316934,2.01601E+13,04-01-2016,Cute vintage flat 10 min to it all!,31366898,Christine,16-04-2015,"Seattle, Washington, United States",within an hour,100%,100%,f,Queen Anne,6,6,"Dexter Avenue North, Seattle, WA 98109, United States",Queen Anne,East Queen Anne,Queen Anne,Seattle,WA,98109,Seattle,"Seattle, WA",US,United States,47.6393371,-122.3442914,Apartment,Entire home/apt,4,1,1,2,Real Bed,,$75.00 ,$915.00 ,"$3,528.00 ",$350.00 ,$60.00 ,4,$10.00 ,2,1125,53,95,10,10,10,10,9,10,WASHINGTON,f
1820794,2.01601E+13,04-01-2016,Highland Hideaway SpaceNeedle View,9533123,Pam,20-10-2013,"Seattle, Washington, United States",within an hour,100%,100%,t,Queen Anne,1,1,"Highland Drive, Seattle, WA 98109, United States",Queen Anne,East Queen Anne,Queen Anne,Seattle,WA,98109,Seattle,"Seattle, WA",US,United States,47.63033292,-122.3476269,Apartment,Entire home/apt,2,1,0,1,Real Bed,600,$99.00 ,$725.00 ,"$2,250.00 ",,,2,$25.00 ,2,1125,106,99,10,10,10,10,10,10,WASHINGTON,f
314180,2.01601E+13,04-01-2016,Sunny Home w/ Views in Wallingford,1224813,Cam,29-09-2011,"Seattle, Washington, United States",within a few hours,100%,100%,t,Wallingford,4,4,"Woodlawn Ave N, Seattle, WA 98103, United States",Wallingford,Wallingford,Other neighborhoods,Seattle,WA,98103,Seattle,"Seattle, WA",US,United States,47.65386101,-122.3384965,House,Entire home/apt,5,1.5,3,3,Real Bed,,$300.00 ,"$1,400.00 ","$5,000.00 ",$500.00 ,$95.00 ,5,$25.00 ,5,14,24,100,10,9,10,10,10,10,WASHINGTON,f
8670079,2.01601E+13,04-01-2016,"Furnished, great spot, near UW",45544717,Annie,01-10-2015,US,N/A,N/A,N/A,f,Wallingford,1,1,"Northeast 53rd Street, Seattle, WA 98105, United States",Wallingford,Wallingford,Other neighborhoods,Seattle,WA,98105,Seattle,"Seattle, WA",US,United States,47.66772999,-122.3268727,House,Entire home/apt,5,2,3,3,Real Bed,,$150.00 ,$850.00 ,"$2,950.00 ",,$100.00 ,1,$0.00 ,1,1125,0,,,,,,,,WASHINGTON,f
4868135,2.01601E+13,04-01-2016,Designer 2 Bdrm Fremont/Wallingford,1121532,Autumn,07-09-2011,"Seattle, Washington, United States",within an hour,100%,100%,f,Capitol Hill,8,8,"Woodland Park Avenue North, Seattle, WA 98103, United States",Fremont,Wallingford,Other neighborhoods,Seattle,WA,98103,Seattle,"Seattle, WA",US,United States,47.66144065,-122.343953,Apartment,Entire home/apt,6,1,2,3,Real Bed,,$149.00 ,$990.00 ,,$300.00 ,$105.00 ,1,$0.00 ,2,1125,11,96,9,10,9,9,10,9,WASHINGTON,f
5336585,2.01601E+13,04-01-2016,Beautiful Loft Apartment UW ,27656377,Alex,12-02-2015,"Seattle, Washington, United States",N/A,N/A,N/A,f,Wallingford,1,1,"Meridian Avenue North, Seattle, WA 98103, United States",Wallingford,Wallingford,Other neighborhoods,Seattle,WA,98103,Seattle,"Seattle, WA",US,United States,47.66166903,-122.3337431,Loft,Entire home/apt,2,1,0,1,Real Bed,,$75.00 ,,,,,1,$0.00 ,1,1125,1,,,,,,,,WASHINGTON,f
1427103,2.01601E+13,04-01-2016,Wallingford Private 1BD Apartment,7675473,Marne,23-07-2013,"Seattle, Washington, United States",within an hour,100%,100%,f,Wallingford,3,3,"North 40th Street, Seattle, WA 98103, United States",Wallingford,Wallingford,Other neighborhoods,Seattle,WA,98103,Seattle,"Seattle, WA",US,United States,47.65317216,-122.3372994,Apartment,Entire home/apt,3,1,1,2,Real Bed,,$95.00 ,,"$1,995.00 ",$150.00 ,$40.00 ,3,$15.00 ,1,32,79,95,10,10,10,10,10,9,WASHINGTON,f
3518808,2.01601E+13,04-01-2016,Modern Green Lake Apartment,17717833,Brian And Gina,06-07-2014,"Seattle, Washington, United States",within an hour,100%,100%,f,Wallingford,1,1,"North 51st Street, Seattle, WA 98103, United States",Wallingford,Wallingford,Other neighborhoods,Seattle,WA,98103,Seattle,"Seattle, WA",US,United States,47.66458664,-122.3330577,Apartment,Entire home/apt,2,1,1,1,Real Bed,,$100.00 ,,,,,1,$0.00 ,2,1125,52,97,10,10,10,10,10,10,WASHINGTON,f
8995844,2.01601E+13,04-01-2016,"Charm, convenience in Wallingford",964658,Marina,13-08-2011,"Seattle, Washington, United States",within an hour,100%,100%,f,Wallingford,1,1,"North 48th Street, Seattle, WA 98103, United States",Wallingford,Wallingford,Other neighborhoods,Seattle,WA,98103,Seattle,"Seattle, WA",US,United States,47.66407098,-122.3353794,House,Entire home/apt,6,2,3,2,Real Bed,,$250.00 ,"$1,500.00 ",,,,1,$0.00 ,4,1125,1,100,10,10,10,10,10,10,WASHINGTON,f
356566,2.01601E+13,04-01-2016,Sunny Bedroom w/View: Wallingford,1224813,Cam,29-09-2011,"Seattle, Washington, United States",within a few hours,100%,100%,t,Wallingford,4,4,"Woodlawn Ave N, Seattle, WA 98103, United States",Wallingford,Wallingford,Other neighborhoods,Seattle,WA,98103,Seattle,"Seattle, WA",US,United States,47.65389856,-122.3380692,House,Private room,2,2,1,1,Real Bed,,$105.00 ,$650.00 ,"$1,950.00 ",$500.00 ,$50.00 ,1,$35.00 ,5,60,13,100,10,10,10,10,10,10,WASHINGTON,f
6466388,2.01601E+13,04-01-2016,Airy Green Lake Craftsman,20567228,Shana,26-08-2014,"Seattle, Washington, United States",within a day,100%,N/A,f,,2,2,"Latona Ave NE, Seattle, WA 98105, United States",,Wallingford,Other neighborhoods,Seattle,WA,98105,Seattle,"Seattle, WA",US,United States,47.67094939,-122.3247405,House,Private room,2,1,1,1,Real Bed,,$74.00 ,$420.00 ,"$1,000.00 ",$100.00 ,$15.00 ,1,$10.00 ,1,1125,20,87,8,9,9,9,10,8,WASHINGTON,f
4531944,2.01601E+13,04-01-2016,Cozy Green Lake Cottage,7796684,Susan,29-07-2013,"Greenwood Village, Colorado, United States",within an hour,100%,100%,t,Long Beach,3,3,"N 53rd St, Seattle, WA 98103, United States",,Wallingford,Other neighborhoods,Seattle,WA,98103,Seattle,"Seattle, WA",US,United States,47.66618274,-122.3346106,House,Entire home/apt,2,1,1,1,Real Bed,,$140.00 ,"$1,050.00 ","$3,500.00 ",$250.00 ,$65.00 ,1,$0.00 ,1,1125,30,99,10,10,10,10,10,10,WASHINGTON,f
6686072,2.01601E+13,04-01-2016,GreenLake - Modern and Convenient,34994802,Marian,04-06-2015,"Seattle, Washington, United States",within an hour,100%,100%,t,Wallingford,1,1,"Northeast 57th Street, Seattle, WA 98105, United States",Wallingford,Wallingford,Other neighborhoods,Seattle,WA,98105,Seattle,"Seattle, WA",US,United States,47.67150263,-122.3278906,Apartment,Entire home/apt,4,1,1,1,Real Bed,,$130.00 ,$770.00 ,"$2,500.00 ",$350.00 ,$50.00 ,2,$5.00 ,3,1125,14,97,9,10,10,10,10,9,WASHINGTON,f
4384343,2.01601E+13,04-01-2016,Chic In City  Basement Apartment,2472278,Carrie,26-05-2012,"Seattle, Washington, United States",within an hour,100%,N/A,f,Wallingford,1,1,"Latona Avenue Northeast, Seattle, WA 98105, United States",Wallingford,Wallingford,Other neighborhoods,Seattle,WA,98105,Seattle,"Seattle, WA",US,United States,47.66546743,-122.3235737,Apartment,Entire home/apt,2,1,1,1,Real Bed,,$110.00 ,$700.00 ,,$100.00 ,$40.00 ,1,$0.00 ,2,20,27,96,10,10,10,10,10,10,WASHINGTON,f
7900056,2.01601E+13,04-01-2016,A+ Home for 2-8 near Green Lake-UW,6885026,Jim,12-06-2013,US,within an hour,100%,100%,f,Wallingford,5,5,"Woodlawn Avenue North, Seattle, WA 98103, United States",Wallingford,Wallingford,Other neighborhoods,Seattle,WA,98103,Seattle,"Seattle, WA",US,United States,47.6669849,-122.3394022,House,Entire home/apt,8,2,4,4,Real Bed,,$199.00 ,"$1,460.00 ","$4,960.00 ",$350.00 ,$160.00 ,4,$20.00 ,2,30,5,84,10,8,9,8,9,9,WASHINGTON,f
6378563,2.01601E+13,04-01-2016,Wallingford Terrace Garden,22840181,Samantha,22-10-2014,"Seattle, Washington, United States",within an hour,100%,100%,f,Wallingford,2,2,"N 38th St, Seattle, WA 98103, United States",,Wallingford,Other neighborhoods,Seattle,WA,98103,Seattle,"Seattle, WA",US,United States,47.65373805,-122.3389802,House,Entire home/apt,6,1.5,2,3,Real Bed,,$209.00 ,,,$300.00 ,$95.00 ,1,$0.00 ,3,120,5,96,10,10,10,10,10,10,WASHINGTON,t
5630783,2.01601E+13,04-01-2016,Private Greenlake Studio Apartment ,29181914,Chris & Maria,11-03-2015,"Seattle, Washington, United States",within an hour,100%,100%,t,Wallingford,1,1,"Ashworth Avenue North, Seattle, WA 98103, United States",Wallingford,Wallingford,Other neighborhoods,Seattle,WA,98103,Seattle,"Seattle, WA",US,United States,47.66895679,-122.3377825,House,Entire home/apt,4,1,0,2,Real Bed,,$100.00 ,$550.00 ,,$100.00 ,$50.00 ,2,$10.00 ,2,28,28,97,10,10,10,10,10,10,WASHINGTON,f
340706,2.01601E+13,04-01-2016,Charming Wallingford Apartment,1015653,David,24-08-2011,"Seattle, Washington, United States",within a few hours,90%,100%,f,Wallingford,1,1,"Meridian Ave N, Seattle, WA 98103, United States",Wallingford,Wallingford,Other neighborhoods,Seattle,WA,98103,Seattle,"Seattle, WA",US,United States,47.65588494,-122.332136,Apartment,Entire home/apt,4,1,1,1,Real Bed,,$110.00 ,$630.00 ,"$2,400.00 ",$100.00 ,$30.00 ,2,$15.00 ,2,90,97,96,10,10,10,10,10,10,WASHINGTON,f
6202214,2.01601E+13,04-01-2016,Cozy 1BD Apartment in Wallingford.,7556974,Peggy,17-07-2013,"Seattle, Washington, United States",within an hour,100%,100%,f,Wallingford,1,1,"Woodlawn Avenue North, Seattle, WA 98103, United States",Wallingford,Wallingford,Other neighborhoods,Seattle,WA,98103,Seattle,"Seattle, WA",US,United States,47.65163619,-122.3386218,Apartment,Entire home/apt,2,1,1,2,Real Bed,,$104.00 ,$619.00 ,"$2,184.00 ",$250.00 ,$50.00 ,2,$25.00 ,2,30,15,96,10,10,10,10,10,10,WASHINGTON,f
1030411,2.01601E+13,04-01-2016,Classic Seattle/Wallingford Home,365852,Kymber,28-01-2011,"Seattle, Washington, United States",N/A,N/A,N/A,f,Wallingford,1,1,"North 49th Street, Seattle, WA 98103, United States",Wallingford,Wallingford,Other neighborhoods,Seattle,WA,98103,Seattle,"Seattle, WA",US,United States,47.66540203,-122.3393869,House,Entire home/apt,4,2,2,2,Real Bed,2100,$200.00 ,,,,$100.00 ,1,$0.00 ,3,14,3,100,10,10,9,10,10,10,WASHINGTON,f
7922373,2.01601E+13,04-01-2016,Brick Colonial in Wallingford,23986021,Derrill And Patty,20-11-2014,"Seattle, Washington, United States",within a few hours,100%,100%,f,,1,1,"Meridian Ave N, Seattle, WA 98103, United States",,Wallingford,Other neighborhoods,Seattle,WA,98103,Seattle,"Seattle, WA",US,United States,47.65361625,-122.3325597,House,Entire home/apt,4,1,0,2,Real Bed,,$99.00 ,$690.00 ,,,$35.00 ,2,$30.00 ,2,30,1,100,10,10,10,10,10,10,WASHINGTON,f
6156470,2.01601E+13,04-01-2016,Relax with a CANNACATION  getaway!,17935405,Anna,10-07-2014,"Seattle, Washington, United States",within an hour,100%,100%,t,Wallingford,2,2,"N 50th St, Seattle, WA 98103, United States",,Wallingford,Other neighborhoods,Seattle,WA,98103,Seattle,"Seattle, WA",US,United States,47.66474422,-122.3381738,House,Private room,2,1,1,1,Real Bed,,$90.00 ,$600.00 ,"$2,000.00 ",,$13.00 ,1,$0.00 ,1,14,43,97,10,10,10,10,10,10,WASHINGTON,t
2994309,2.01601E+13,04-01-2016,Contemporary 2 Bedroom Apartment,7319622,Darren & Stephanie,06-07-2013,"Seattle, Washington, United States",within a few hours,90%,100%,t,Wallingford,1,1,"5th Avenue Northeast, Seattle, WA 98105, United States",Wallingford,Wallingford,Other neighborhoods,Seattle,WA,98105,Seattle,"Seattle, WA",US,United States,47.66585564,-122.3226907,Apartment,Entire home/apt,6,1,2,3,Real Bed,,$135.00 ,$900.00 ,"$3,600.00 ",$200.00 ,$30.00 ,2,$15.00 ,3,1125,71,97,10,10,10,10,9,10,WASHINGTON,f
1594328,2.01601E+13,04-01-2016,Cozy 1920s Wallingford Home,1850689,Lucinda,03-03-2012,"Seattle, Washington, United States",within an hour,100%,100%,f,Wallingford,2,2,"North 40th Street, Seattle, WA 98103, United States",Wallingford,Wallingford,Other neighborhoods,Seattle,WA,98103,Seattle,"Seattle, WA",US,United States,47.65635515,-122.3381037,House,Entire home/apt,6,1,2,3,Real Bed,,$122.00 ,,,$100.00 ,$50.00 ,4,$25.00 ,2,1125,9,96,10,10,10,10,10,10,WASHINGTON,f
